reference,source,reference_id,label,link
SCF: TDA-01,SCF,TDA-01,SCF: TDA-01,
SCF: TDA-01.1,SCF,TDA-01.1,SCF: TDA-01.1,
SCF: TDA-06,SCF,TDA-06,SCF: TDA-06,
SCF: TDA-06.1,SCF,TDA-06.1,SCF: TDA-06.1,
SCF: TDA-06.2,SCF,TDA-06.2,SCF: TDA-06.2,
SCF: TDA-09,SCF,TDA-09,SCF: TDA-09,
SCF: TDA-09.1,SCF,TDA-09.1,SCF: TDA-09.1,
SCF: TDA-14,SCF,TDA-14,SCF: TDA-14,
SCF: TDA-14.1,SCF,TDA-14.1,SCF: TDA-14.1,
SCF: TDA-14.2,SCF,TDA-14.2,SCF: TDA-14.2,
SCF: TDA-17,SCF,TDA-17,SCF: TDA-17,
SCF: THR-01,SCF,THR-01,SCF: THR-01,
SCF: THR-03,SCF,THR-03,SCF: THR-03,
SCF: THR-04,SCF,THR-04,SCF: THR-04,
SCF: THR-05,SCF,THR-05,SCF: THR-05,
SCF: THR-07,SCF,THR-07,SCF: THR-07,
SCF: TPM-01,SCF,TPM-01,SCF: TPM-01,
SCF: TPM-02,SCF,TPM-02,SCF: TPM-02,
SCF: TPM-03,SCF,TPM-03,SCF: TPM-03,
SCF: TPM-03.2,SCF,TPM-03.2,SCF: TPM-03.2,
SCF: TPM-03.3,SCF,TPM-03.3,SCF: TPM-03.3,
SCF: TPM-04,SCF,TPM-04,SCF: TPM-04,
SCF: TPM-04.1,SCF,TPM-04.1,SCF: TPM-04.1,
SCF: TPM-04.3,SCF,TPM-04.3,SCF: TPM-04.3,
SCF: TPM-04.4,SCF,TPM-04.4,SCF: TPM-04.4,
SCF: TPM-05,SCF,TPM-05,SCF: TPM-05,
SCF: TPM-05.2,SCF,TPM-05.2,SCF: TPM-05.2,
SCF: TPM-05.4,SCF,TPM-05.4,SCF: TPM-05.4,
SCF: TPM-05.7,SCF,TPM-05.7,SCF: TPM-05.7,
SCF: TPM-08,SCF,TPM-08,SCF: TPM-08,
SCF: TPM-10,SCF,TPM-10,SCF: TPM-10,
SCF: TPM-11,SCF,TPM-11,SCF: TPM-11,
SCF: VPM-01,SCF,VPM-01,SCF: VPM-01,
SCF: VPM-01.1,SCF,VPM-01.1,SCF: VPM-01.1,
SCF: VPM-02,SCF,VPM-02,SCF: VPM-02,
SCF: VPM-05,SCF,VPM-05,SCF: VPM-05,
SCF: VPM-06,SCF,VPM-06,SCF: VPM-06,
SP 800-171 Rev 3: 03.01.01,SP 800-171 Rev 3,03.01.01,SP 800-171 Rev 3: 03.01.01,
SP 800-171 Rev 3: 03.01.02,SP 800-171 Rev 3,03.01.02,SP 800-171 Rev 3: 03.01.02,
SP 800-171 Rev 3: 03.01.03,SP 800-171 Rev 3,03.01.03,SP 800-171 Rev 3: 03.01.03,
SP 800-171 Rev 3: 03.01.04,SP 800-171 Rev 3,03.01.04,SP 800-171 Rev 3: 03.01.04,
SP 800-171 Rev 3: 03.01.05,SP 800-171 Rev 3,03.01.05,SP 800-171 Rev 3: 03.01.05,
SP 800-171 Rev 3: 03.01.06,SP 800-171 Rev 3,03.01.06,SP 800-171 Rev 3: 03.01.06,
SP 800-171 Rev 3: 03.01.07,SP 800-171 Rev 3,03.01.07,SP 800-171 Rev 3: 03.01.07,
SP 800-171 Rev 3: 03.01.11,SP 800-171 Rev 3,03.01.11,SP 800-171 Rev 3: 03.01.11,
SP 800-171 Rev 3: 03.01.12,SP 800-171 Rev 3,03.01.12,SP 800-171 Rev 3: 03.01.12,
SP 800-171 Rev 3: 03.01.16,SP 800-171 Rev 3,03.01.16,SP 800-171 Rev 3: 03.01.16,
SP 800-171 Rev 3: 03.01.18,SP 800-171 Rev 3,03.01.18,SP 800-171 Rev 3: 03.01.18,
SP 800-171 Rev 3: 03.02.02,SP 800-171 Rev 3,03.02.02,SP 800-171 Rev 3: 03.02.02,
SP 800-171 Rev 3: 03.03.02,SP 800-171 Rev 3,03.03.02,SP 800-171 Rev 3: 03.03.02,
SP 800-171 Rev 3: 03.03.03,SP 800-171 Rev 3,03.03.03,SP 800-171 Rev 3: 03.03.03,
SP 800-171 Rev 3: 03.03.05,SP 800-171 Rev 3,03.03.05,SP 800-171 Rev 3: 03.03.05,
SP 800-171 Rev 3: 03.03.06,SP 800-171 Rev 3,03.03.06,SP 800-171 Rev 3: 03.03.06,
SP 800-171 Rev 3: 03.03.08,SP 800-171 Rev 3,03.03.08,SP 800-171 Rev 3: 03.03.08,
SP 800-171 Rev 3: 03.04.01,SP 800-171 Rev 3,03.04.01,SP 800-171 Rev 3: 03.04.01,
SP 800-171 Rev 3: 03.04.02,SP 800-171 Rev 3,03.04.02,SP 800-171 Rev 3: 03.04.02,
SP 800-171 Rev 3: 03.04.03,SP 800-171 Rev 3,03.04.03,SP 800-171 Rev 3: 03.04.03,
SP 800-171 Rev 3: 03.04.04,SP 800-171 Rev 3,03.04.04,SP 800-171 Rev 3: 03.04.04,
SP 800-171 Rev 3: 03.04.05,SP 800-171 Rev 3,03.04.05,SP 800-171 Rev 3: 03.04.05,
SP 800-171 Rev 3: 03.04.06,SP 800-171 Rev 3,03.04.06,SP 800-171 Rev 3: 03.04.06,
SP 800-171 Rev 3: 03.04.08,SP 800-171 Rev 3,03.04.08,SP 800-171 Rev 3: 03.04.08,
SP 800-171 Rev 3: 03.04.10,SP 800-171 Rev 3,03.04.10,SP 800-171 Rev 3: 03.04.10,
SP 800-171 Rev 3: 03.04.12,SP 800-171 Rev 3,03.04.12,SP 800-171 Rev 3: 03.04.12,
SP 800-171 Rev 3: 03.05.01,SP 800-171 Rev 3,03.05.01,SP 800-171 Rev 3: 03.05.01,
SP 800-171 Rev 3: 03.05.02,SP 800-171 Rev 3,03.05.02,SP 800-171 Rev 3: 03.05.02,
SP 800-171 Rev 3: 03.05.03,SP 800-171 Rev 3,03.05.03,SP 800-171 Rev 3: 03.05.03,
SP 800-171 Rev 3: 03.05.04,SP 800-171 Rev 3,03.05.04,SP 800-171 Rev 3: 03.05.04,
SP 800-171 Rev 3: 03.05.05,SP 800-171 Rev 3,03.05.05,SP 800-171 Rev 3: 03.05.05,
SP 800-171 Rev 3: 03.05.07,SP 800-171 Rev 3,03.05.07,SP 800-171 Rev 3: 03.05.07,
SP 800-171 Rev 3: 03.05.11,SP 800-171 Rev 3,03.05.11,SP 800-171 Rev 3: 03.05.11,
SP 800-171 Rev 3: 03.05.12,SP 800-171 Rev 3,03.05.12,SP 800-171 Rev 3: 03.05.12,
SP 800-171 Rev 3: 03.06.01,SP 800-171 Rev 3,03.06.01,SP 800-171 Rev 3: 03.06.01,
SP 800-171 Rev 3: 03.06.02,SP 800-171 Rev 3,03.06.02,SP 800-171 Rev 3: 03.06.02,
SP 800-171 Rev 3: 03.06.03,SP 800-171 Rev 3,03.06.03,SP 800-171 Rev 3: 03.06.03,
SP 800-171 Rev 3: 03.06.05,SP 800-171 Rev 3,03.06.05,SP 800-171 Rev 3: 03.06.05,
SP 800-171 Rev 3: 03.08.09,SP 800-171 Rev 3,03.08.09,SP 800-171 Rev 3: 03.08.09,
SP 800-171 Rev 3: 03.10.01,SP 800-171 Rev 3,03.10.01,SP 800-171 Rev 3: 03.10.01,
SP 800-171 Rev 3: 03.10.02,SP 800-171 Rev 3,03.10.02,SP 800-171 Rev 3: 03.10.02,
SP 800-171 Rev 3: 03.10.07,SP 800-171 Rev 3,03.10.07,SP 800-171 Rev 3: 03.10.07,
SP 800-171 Rev 3: 03.10.08,SP 800-171 Rev 3,03.10.08,SP 800-171 Rev 3: 03.10.08,
SP 800-171 Rev 3: 03.11.01,SP 800-171 Rev 3,03.11.01,SP 800-171 Rev 3: 03.11.01,
SP 800-171 Rev 3: 03.11.02,SP 800-171 Rev 3,03.11.02,SP 800-171 Rev 3: 03.11.02,
SP 800-171 Rev 3: 03.11.04,SP 800-171 Rev 3,03.11.04,SP 800-171 Rev 3: 03.11.04,
SP 800-171 Rev 3: 03.12.01,SP 800-171 Rev 3,03.12.01,SP 800-171 Rev 3: 03.12.01,
SP 800-171 Rev 3: 03.12.02,SP 800-171 Rev 3,03.12.02,SP 800-171 Rev 3: 03.12.02,
SP 800-171 Rev 3: 03.12.03,SP 800-171 Rev 3,03.12.03,SP 800-171 Rev 3: 03.12.03,
SP 800-171 Rev 3: 03.12.05,SP 800-171 Rev 3,03.12.05,SP 800-171 Rev 3: 03.12.05,
SP 800-171 Rev 3: 03.13.01,SP 800-171 Rev 3,03.13.01,SP 800-171 Rev 3: 03.13.01,
SP 800-171 Rev 3: 03.13.04,SP 800-171 Rev 3,03.13.04,SP 800-171 Rev 3: 03.13.04,
SP 800-171 Rev 3: 03.13.06,SP 800-171 Rev 3,03.13.06,SP 800-171 Rev 3: 03.13.06,
SP 800-171 Rev 3: 03.13.08,SP 800-171 Rev 3,03.13.08,SP 800-171 Rev 3: 03.13.08,
SP 800-171 Rev 3: 03.13.10,SP 800-171 Rev 3,03.13.10,SP 800-171 Rev 3: 03.13.10,
SP 800-171 Rev 3: 03.13.11,SP 800-171 Rev 3,03.13.11,SP 800-171 Rev 3: 03.13.11,
SP 800-171 Rev 3: 03.14.01,SP 800-171 Rev 3,03.14.01,SP 800-171 Rev 3: 03.14.01,
SP 800-171 Rev 3: 03.14.02,SP 800-171 Rev 3,03.14.02,SP 800-171 Rev 3: 03.14.02,
SP 800-171 Rev 3: 03.14.03,SP 800-171 Rev 3,03.14.03,SP 800-171 Rev 3: 03.14.03,
SP 800-171 Rev 3: 03.14.06,SP 800-171 Rev 3,03.14.06,SP 800-171 Rev 3: 03.14.06,
SP 800-171 Rev 3: 03.14.08,SP 800-171 Rev 3,03.14.08,SP 800-171 Rev 3: 03.14.08,
SP 800-171 Rev 3: 03.15.01,SP 800-171 Rev 3,03.15.01,SP 800-171 Rev 3: 03.15.01,
SP 800-171 Rev 3: 03.15.02,SP 800-171 Rev 3,03.15.02,SP 800-171 Rev 3: 03.15.02,
SP 800-171 Rev 3: 03.16.01,SP 800-171 Rev 3,03.16.01,SP 800-171 Rev 3: 03.16.01,
SP 800-171 Rev 3: 03.16.02,SP 800-171 Rev 3,03.16.02,SP 800-171 Rev 3: 03.16.02,
SP 800-171 Rev 3: 03.16.03,SP 800-171 Rev 3,03.16.03,SP 800-171 Rev 3: 03.16.03,
SP 800-171 Rev 3: 03.17.01,SP 800-171 Rev 3,03.17.01,SP 800-171 Rev 3: 03.17.01,
SP 800-171 Rev 3: 03.17.02,SP 800-171 Rev 3,03.17.02,SP 800-171 Rev 3: 03.17.02,
SP 800-171 Rev 3: 03.17.03,SP 800-171 Rev 3,03.17.03,SP 800-171 Rev 3: 03.17.03,
SP 800-221A: GV.AD-1,SP 800-221A,GV.AD-1,SP 800-221A: GV.AD-1,
SP 800-221A: GV.AD-2,SP 800-221A,GV.AD-2,SP 800-221A: GV.AD-2,
SP 800-221A: GV.AD-3,SP 800-221A,GV.AD-3,SP 800-221A: GV.AD-3,
SP 800-221A: GV.BE-1,SP 800-221A,GV.BE-1,SP 800-221A: GV.BE-1,
SP 800-221A: GV.BE-3,SP 800-221A,GV.BE-3,SP 800-221A: GV.BE-3,
SP 800-221A: GV.BE-4,SP 800-221A,GV.BE-4,SP 800-221A: GV.BE-4,
SP 800-221A: GV.CO-1,SP 800-221A,GV.CO-1,SP 800-221A: GV.CO-1,
SP 800-221A: GV.CT,SP 800-221A,GV.CT,SP 800-221A: GV.CT,
SP 800-221A: GV.CT-2,SP 800-221A,GV.CT-2,SP 800-221A: GV.CT-2,
SP 800-221A: GV.CT-3,SP 800-221A,GV.CT-3,SP 800-221A: GV.CT-3,
SP 800-221A: GV.CT-4,SP 800-221A,GV.CT-4,SP 800-221A: GV.CT-4,
SP 800-221A: GV.CT-5,SP 800-221A,GV.CT-5,SP 800-221A: GV.CT-5,
SP 800-221A: GV.OV-2,SP 800-221A,GV.OV-2,SP 800-221A: GV.OV-2,
SP 800-221A: GV.OV-4,SP 800-221A,GV.OV-4,SP 800-221A: GV.OV-4,
SP 800-221A: GV.PO,SP 800-221A,GV.PO,SP 800-221A: GV.PO,
SP 800-221A: GV.PO-1,SP 800-221A,GV.PO-1,SP 800-221A: GV.PO-1,
SP 800-221A: GV.PO-2,SP 800-221A,GV.PO-2,SP 800-221A: GV.PO-2,
SP 800-221A: GV.PO-3,SP 800-221A,GV.PO-3,SP 800-221A: GV.PO-3,
SP 800-221A: GV.RR-1,SP 800-221A,GV.RR-1,SP 800-221A: GV.RR-1,
SP 800-221A: GV.RR-2,SP 800-221A,GV.RR-2,SP 800-221A: GV.RR-2,
SP 800-221A: MA.IM-1,SP 800-221A,MA.IM-1,SP 800-221A: MA.IM-1,
SP 800-221A: MA.RA-2,SP 800-221A,MA.RA-2,SP 800-221A: MA.RA-2,
SP 800-221A: MA.RI-1,SP 800-221A,MA.RI-1,SP 800-221A: MA.RI-1,
SP 800-221A: MA.RI-2,SP 800-221A,MA.RI-2,SP 800-221A: MA.RI-2,
SP 800-221A: MA.RI-3,SP 800-221A,MA.RI-3,SP 800-221A: MA.RI-3,
SP 800-221A: MA.RI-4,SP 800-221A,MA.RI-4,SP 800-221A: MA.RI-4,
SP 800-221A: MA.RM-2,SP 800-221A,MA.RM-2,SP 800-221A: MA.RM-2,
SP 800-221A: MA.RM-3,SP 800-221A,MA.RM-3,SP 800-221A: MA.RM-3,
SP 800-221A: MA.RM-6,SP 800-221A,MA.RM-6,SP 800-221A: MA.RM-6,
SP 800-221A: MA.RM-8,SP 800-221A,MA.RM-8,SP 800-221A: MA.RM-8,
SP 800-221A: MA.RP,SP 800-221A,MA.RP,SP 800-221A: MA.RP,
SP 800-221A: MA.RR-4,SP 800-221A,MA.RR-4,SP 800-221A: MA.RR-4,
SP 800-53 Rev 5.1.1: AC-01,SP 800-53 Rev 5.1.1,AC-01,SP 800-53 Rev 5.1.1: AC-01,
SP 800-53 Rev 5.1.1: AC-02,SP 800-53 Rev 5.1.1,AC-02,SP 800-53 Rev 5.1.1: AC-02,
SP 800-53 Rev 5.1.1: AC-03,SP 800-53 Rev 5.1.1,AC-03,SP 800-53 Rev 5.1.1: AC-03,
SP 800-53 Rev 5.1.1: AC-04,SP 800-53 Rev 5.1.1,AC-04,SP 800-53 Rev 5.1.1: AC-04,
SP 800-53 Rev 5.1.1: AC-05,SP 800-53 Rev 5.1.1,AC-05,SP 800-53 Rev 5.1.1: AC-05,
SP 800-53 Rev 5.1.1: AC-06,SP 800-53 Rev 5.1.1,AC-06,SP 800-53 Rev 5.1.1: AC-06,
SP 800-53 Rev 5.1.1: AC-07,SP 800-53 Rev 5.1.1,AC-07,SP 800-53 Rev 5.1.1: AC-07,
SP 800-53 Rev 5.1.1: AC-09,SP 800-53 Rev 5.1.1,AC-09,SP 800-53 Rev 5.1.1: AC-09,
SP 800-53 Rev 5.1.1: AC-10,SP 800-53 Rev 5.1.1,AC-10,SP 800-53 Rev 5.1.1: AC-10,
SP 800-53 Rev 5.1.1: AC-12,SP 800-53 Rev 5.1.1,AC-12,SP 800-53 Rev 5.1.1: AC-12,
SP 800-53 Rev 5.1.1: AC-14,SP 800-53 Rev 5.1.1,AC-14,SP 800-53 Rev 5.1.1: AC-14,
SP 800-53 Rev 5.1.1: AC-16,SP 800-53 Rev 5.1.1,AC-16,SP 800-53 Rev 5.1.1: AC-16,
SP 800-53 Rev 5.1.1: AC-17,SP 800-53 Rev 5.1.1,AC-17,SP 800-53 Rev 5.1.1: AC-17,
SP 800-53 Rev 5.1.1: AC-18,SP 800-53 Rev 5.1.1,AC-18,SP 800-53 Rev 5.1.1: AC-18,
SP 800-53 Rev 5.1.1: AC-19,SP 800-53 Rev 5.1.1,AC-19,SP 800-53 Rev 5.1.1: AC-19,
SP 800-53 Rev 5.1.1: AC-20,SP 800-53 Rev 5.1.1,AC-20,SP 800-53 Rev 5.1.1: AC-20,
SP 800-53 Rev 5.1.1: AC-24,SP 800-53 Rev 5.1.1,AC-24,SP 800-53 Rev 5.1.1: AC-24,
SP 800-53 Rev 5.1.1: AT-01,SP 800-53 Rev 5.1.1,AT-01,SP 800-53 Rev 5.1.1: AT-01,
SP 800-53 Rev 5.1.1: AT-02,SP 800-53 Rev 5.1.1,AT-02,SP 800-53 Rev 5.1.1: AT-02,
SP 800-53 Rev 5.1.1: AT-03,SP 800-53 Rev 5.1.1,AT-03,SP 800-53 Rev 5.1.1: AT-03,
SP 800-53 Rev 5.1.1: AU-01,SP 800-53 Rev 5.1.1,AU-01,SP 800-53 Rev 5.1.1: AU-01,
SP 800-53 Rev 5.1.1: AU-02,SP 800-53 Rev 5.1.1,AU-02,SP 800-53 Rev 5.1.1: AU-02,
SP 800-53 Rev 5.1.1: AU-03,SP 800-53 Rev 5.1.1,AU-03,SP 800-53 Rev 5.1.1: AU-03,
SP 800-53 Rev 5.1.1: AU-06,SP 800-53 Rev 5.1.1,AU-06,SP 800-53 Rev 5.1.1: AU-06,
SP 800-53 Rev 5.1.1: AU-07,SP 800-53 Rev 5.1.1,AU-07,SP 800-53 Rev 5.1.1: AU-07,
SP 800-53 Rev 5.1.1: AU-09,SP 800-53 Rev 5.1.1,AU-09,SP 800-53 Rev 5.1.1: AU-09,
SP 800-53 Rev 5.1.1: AU-11,SP 800-53 Rev 5.1.1,AU-11,SP 800-53 Rev 5.1.1: AU-11,
SP 800-53 Rev 5.1.1: AU-12,SP 800-53 Rev 5.1.1,AU-12,SP 800-53 Rev 5.1.1: AU-12,
SP 800-53 Rev 5.1.1: AU-13,SP 800-53 Rev 5.1.1,AU-13,SP 800-53 Rev 5.1.1: AU-13,
SP 800-53 Rev 5.1.1: AU-16,SP 800-53 Rev 5.1.1,AU-16,SP 800-53 Rev 5.1.1: AU-16,
SP 800-53 Rev 5.1.1: CA-01,SP 800-53 Rev 5.1.1,CA-01,SP 800-53 Rev 5.1.1: CA-01,
SP 800-53 Rev 5.1.1: CA-02,SP 800-53 Rev 5.1.1,CA-02,SP 800-53 Rev 5.1.1: CA-02,
SP 800-53 Rev 5.1.1: CA-03,SP 800-53 Rev 5.1.1,CA-03,SP 800-53 Rev 5.1.1: CA-03,
SP 800-53 Rev 5.1.1: CA-05,SP 800-53 Rev 5.1.1,CA-05,SP 800-53 Rev 5.1.1: CA-05,
SP 800-53 Rev 5.1.1: CA-07,SP 800-53 Rev 5.1.1,CA-07,SP 800-53 Rev 5.1.1: CA-07,
SP 800-53 Rev 5.1.1: CA-08,SP 800-53 Rev 5.1.1,CA-08,SP 800-53 Rev 5.1.1: CA-08,
SP 800-53 Rev 5.1.1: CA-09,SP 800-53 Rev 5.1.1,CA-09,SP 800-53 Rev 5.1.1: CA-09,
SP 800-53 Rev 5.1.1: CM-01,SP 800-53 Rev 5.1.1,CM-01,SP 800-53 Rev 5.1.1: CM-01,
SP 800-53 Rev 5.1.1: CM-02,SP 800-53 Rev 5.1.1,CM-02,SP 800-53 Rev 5.1.1: CM-02,
SP 800-53 Rev 5.1.1: CM-03,SP 800-53 Rev 5.1.1,CM-03,SP 800-53 Rev 5.1.1: CM-03,
SP 800-53 Rev 5.1.1: CM-04,SP 800-53 Rev 5.1.1,CM-04,SP 800-53 Rev 5.1.1: CM-04,
SP 800-53 Rev 5.1.1: CM-05,SP 800-53 Rev 5.1.1,CM-05,SP 800-53 Rev 5.1.1: CM-05,
SP 800-53 Rev 5.1.1: CM-06,SP 800-53 Rev 5.1.1,CM-06,SP 800-53 Rev 5.1.1: CM-06,
SP 800-53 Rev 5.1.1: CM-07,SP 800-53 Rev 5.1.1,CM-07,SP 800-53 Rev 5.1.1: CM-07,
SP 800-53 Rev 5.1.1: CM-07(02),SP 800-53 Rev 5.1.1,CM-07(02),SP 800-53 Rev 5.1.1: CM-07(02),
SP 800-53 Rev 5.1.1: CM-07(04),SP 800-53 Rev 5.1.1,CM-07(04),SP 800-53 Rev 5.1.1: CM-07(04),
SP 800-53 Rev 5.1.1: CM-07(05),SP 800-53 Rev 5.1.1,CM-07(05),SP 800-53 Rev 5.1.1: CM-07(05),
SP 800-53 Rev 5.1.1: CM-07(09),SP 800-53 Rev 5.1.1,CM-07(09),SP 800-53 Rev 5.1.1: CM-07(09),
SP 800-53 Rev 5.1.1: CM-08,SP 800-53 Rev 5.1.1,CM-08,SP 800-53 Rev 5.1.1: CM-08,
SP 800-53 Rev 5.1.1: CM-09,SP 800-53 Rev 5.1.1,CM-09,SP 800-53 Rev 5.1.1: CM-09,
SP 800-53 Rev 5.1.1: CM-10,SP 800-53 Rev 5.1.1,CM-10,SP 800-53 Rev 5.1.1: CM-10,
SP 800-53 Rev 5.1.1: CM-11,SP 800-53 Rev 5.1.1,CM-11,SP 800-53 Rev 5.1.1: CM-11,
SP 800-53 Rev 5.1.1: CM-12,SP 800-53 Rev 5.1.1,CM-12,SP 800-53 Rev 5.1.1: CM-12,
SP 800-53 Rev 5.1.1: CM-13,SP 800-53 Rev 5.1.1,CM-13,SP 800-53 Rev 5.1.1: CM-13,
SP 800-53 Rev 5.1.1: CP,SP 800-53 Rev 5.1.1,CP,SP 800-53 Rev 5.1.1: CP,
SP 800-53 Rev 5.1.1: CP-01,SP 800-53 Rev 5.1.1,CP-01,SP 800-53 Rev 5.1.1: CP-01,
SP 800-53 Rev 5.1.1: CP-02,SP 800-53 Rev 5.1.1,CP-02,SP 800-53 Rev 5.1.1: CP-02,
SP 800-53 Rev 5.1.1: CP-02(08),SP 800-53 Rev 5.1.1,CP-02(08),SP 800-53 Rev 5.1.1: CP-02(08),
SP 800-53 Rev 5.1.1: CP-04,SP 800-53 Rev 5.1.1,CP-04,SP 800-53 Rev 5.1.1: CP-04,
SP 800-53 Rev 5.1.1: CP-06,SP 800-53 Rev 5.1.1,CP-06,SP 800-53 Rev 5.1.1: CP-06,
SP 800-53 Rev 5.1.1: CP-07,SP 800-53 Rev 5.1.1,CP-07,SP 800-53 Rev 5.1.1: CP-07,
SP 800-53 Rev 5.1.1: CP-08,SP 800-53 Rev 5.1.1,CP-08,SP 800-53 Rev 5.1.1: CP-08,
SP 800-53 Rev 5.1.1: CP-09,SP 800-53 Rev 5.1.1,CP-09,SP 800-53 Rev 5.1.1: CP-09,
SP 800-53 Rev 5.1.1: CP-10,SP 800-53 Rev 5.1.1,CP-10,SP 800-53 Rev 5.1.1: CP-10,
SP 800-53 Rev 5.1.1: IA-01,SP 800-53 Rev 5.1.1,IA-01,SP 800-53 Rev 5.1.1: IA-01,
SP 800-53 Rev 5.1.1: IA-02,SP 800-53 Rev 5.1.1,IA-02,SP 800-53 Rev 5.1.1: IA-02,
SP 800-53 Rev 5.1.1: IA-03,SP 800-53 Rev 5.1.1,IA-03,SP 800-53 Rev 5.1.1: IA-03,
SP 800-53 Rev 5.1.1: IA-04,SP 800-53 Rev 5.1.1,IA-04,SP 800-53 Rev 5.1.1: IA-04,
SP 800-53 Rev 5.1.1: IA-05,SP 800-53 Rev 5.1.1,IA-05,SP 800-53 Rev 5.1.1: IA-05,
SP 800-53 Rev 5.1.1: IA-06,SP 800-53 Rev 5.1.1,IA-06,SP 800-53 Rev 5.1.1: IA-06,
SP 800-53 Rev 5.1.1: IA-07,SP 800-53 Rev 5.1.1,IA-07,SP 800-53 Rev 5.1.1: IA-07,
SP 800-53 Rev 5.1.1: IA-08,SP 800-53 Rev 5.1.1,IA-08,SP 800-53 Rev 5.1.1: IA-08,
SP 800-53 Rev 5.1.1: IA-09,SP 800-53 Rev 5.1.1,IA-09,SP 800-53 Rev 5.1.1: IA-09,
SP 800-53 Rev 5.1.1: IA-10,SP 800-53 Rev 5.1.1,IA-10,SP 800-53 Rev 5.1.1: IA-10,
SP 800-53 Rev 5.1.1: IA-11,SP 800-53 Rev 5.1.1,IA-11,SP 800-53 Rev 5.1.1: IA-11,
SP 800-53 Rev 5.1.1: IA-12,SP 800-53 Rev 5.1.1,IA-12,SP 800-53 Rev 5.1.1: IA-12,
SP 800-53 Rev 5.1.1: IA-13,SP 800-53 Rev 5.1.1,IA-13,SP 800-53 Rev 5.1.1: IA-13,
SP 800-53 Rev 5.1.1: IR,SP 800-53 Rev 5.1.1,IR,SP 800-53 Rev 5.1.1: IR,
SP 800-53 Rev 5.1.1: IR-01,SP 800-53 Rev 5.1.1,IR-01,SP 800-53 Rev 5.1.1: IR-01,
SP 800-53 Rev 5.1.1: IR-03,SP 800-53 Rev 5.1.1,IR-03,SP 800-53 Rev 5.1.1: IR-03,
SP 800-53 Rev 5.1.1: IR-04,SP 800-53 Rev 5.1.1,IR-04,SP 800-53 Rev 5.1.1: IR-04,
SP 800-53 Rev 5.1.1: IR-05,SP 800-53 Rev 5.1.1,IR-05,SP 800-53 Rev 5.1.1: IR-05,
SP 800-53 Rev 5.1.1: IR-06,SP 800-53 Rev 5.1.1,IR-06,SP 800-53 Rev 5.1.1: IR-06,
SP 800-53 Rev 5.1.1: IR-07,SP 800-53 Rev 5.1.1,IR-07,SP 800-53 Rev 5.1.1: IR-07,
SP 800-53 Rev 5.1.1: IR-08,SP 800-53 Rev 5.1.1,IR-08,SP 800-53 Rev 5.1.1: IR-08,
SP 800-53 Rev 5.1.1: IR-09,SP 800-53 Rev 5.1.1,IR-09,SP 800-53 Rev 5.1.1: IR-09,
SP 800-53 Rev 5.1.1: MA-01,SP 800-53 Rev 5.1.1,MA-01,SP 800-53 Rev 5.1.1: MA-01,
SP 800-53 Rev 5.1.1: MA-02,SP 800-53 Rev 5.1.1,MA-02,SP 800-53 Rev 5.1.1: MA-02,
SP 800-53 Rev 5.1.1: MA-03(06),SP 800-53 Rev 5.1.1,MA-03(06),SP 800-53 Rev 5.1.1: MA-03(06),
SP 800-53 Rev 5.1.1: MA-06,SP 800-53 Rev 5.1.1,MA-06,SP 800-53 Rev 5.1.1: MA-06,
SP 800-53 Rev 5.1.1: MP-01,SP 800-53 Rev 5.1.1,MP-01,SP 800-53 Rev 5.1.1: MP-01,
SP 800-53 Rev 5.1.1: MP-08,SP 800-53 Rev 5.1.1,MP-08,SP 800-53 Rev 5.1.1: MP-08,
SP 800-53 Rev 5.1.1: PE-01,SP 800-53 Rev 5.1.1,PE-01,SP 800-53 Rev 5.1.1: PE-01,
SP 800-53 Rev 5.1.1: PE-02,SP 800-53 Rev 5.1.1,PE-02,SP 800-53 Rev 5.1.1: PE-02,
SP 800-53 Rev 5.1.1: PE-03,SP 800-53 Rev 5.1.1,PE-03,SP 800-53 Rev 5.1.1: PE-03,
SP 800-53 Rev 5.1.1: PE-04,SP 800-53 Rev 5.1.1,PE-04,SP 800-53 Rev 5.1.1: PE-04,
SP 800-53 Rev 5.1.1: PE-05,SP 800-53 Rev 5.1.1,PE-05,SP 800-53 Rev 5.1.1: PE-05,
SP 800-53 Rev 5.1.1: PE-06,SP 800-53 Rev 5.1.1,PE-06,SP 800-53 Rev 5.1.1: PE-06,
SP 800-53 Rev 5.1.1: PE-08,SP 800-53 Rev 5.1.1,PE-08,SP 800-53 Rev 5.1.1: PE-08,
SP 800-53 Rev 5.1.1: PE-09,SP 800-53 Rev 5.1.1,PE-09,SP 800-53 Rev 5.1.1: PE-09,
SP 800-53 Rev 5.1.1: PE-10,SP 800-53 Rev 5.1.1,PE-10,SP 800-53 Rev 5.1.1: PE-10,
SP 800-53 Rev 5.1.1: PE-11,SP 800-53 Rev 5.1.1,PE-11,SP 800-53 Rev 5.1.1: PE-11,
SP 800-53 Rev 5.1.1: PE-12,SP 800-53 Rev 5.1.1,PE-12,SP 800-53 Rev 5.1.1: PE-12,
SP 800-53 Rev 5.1.1: PE-13,SP 800-53 Rev 5.1.1,PE-13,SP 800-53 Rev 5.1.1: PE-13,
SP 800-53 Rev 5.1.1: PE-14,SP 800-53 Rev 5.1.1,PE-14,SP 800-53 Rev 5.1.1: PE-14,
